"Class","V.GENE.heavy","J.GENE.heavy","D.GENE.heavy","VJ.GENE.heavy","VJ.length.heavy","V.length.heavy","CDR1.length.aa.heavy","CDR2.length.aa.heavy","CDR3.length.aa.heavy","N1.length.heavy","N2.length.heavy","P3V.length.heavy","P5D.length.heavy","P3D.length.heavy","P5J.length.heavy","VJ.identity.heavy","p.mutation.heavy","V.Nb.mutations.heavy","V.Nb.Silent.mut.heavy","V.Nb.NoSilent.mut.heavy","V.dN.dS.Ratio.heavy","cdr1.cad.I.heavy","cdr1.cad.II.heavy","cdr1.cad.III.heavy","cdr1.cad.IV.heavy","cdr1.cad.V.heavy","cdr1.mean.cad.I.heavy","cdr1.mean.cad.II.heavy","cdr1.mean.cad.III.heavy","cdr1.mean.cad.IV.heavy","cdr1.mean.cad.V.heavy","cdr1.sd.cad.I.heavy","cdr1.sd.cad.II.heavy","cdr1.sd.cad.III.heavy","cdr1.sd.cad.IV.heavy","cdr1.sd.cad.V.heavy","cdr2.cad.I.heavy","cdr2.cad.II.heavy","cdr2.cad.III.heavy","cdr2.cad.IV.heavy","cdr2.cad.V.heavy","cdr2.mean.cad.I.heavy","cdr2.mean.cad.II.heavy","cdr2.mean.cad.III.heavy","cdr2.mean.cad.IV.heavy","cdr2.mean.cad.V.heavy","cdr2.sd.cad.I.heavy","cdr2.sd.cad.II.heavy","cdr2.sd.cad.III.heavy","cdr2.sd.cad.IV.heavy","cdr2.sd.cad.V.heavy","cdr3.cad.I.heavy","cdr3.cad.II.heavy","cdr3.cad.III.heavy","cdr3.cad.IV.heavy","cdr3.cad.V.heavy","cdr3.mean.cad.I.heavy","cdr3.mean.cad.II.heavy","cdr3.mean.cad.III.heavy","cdr3.mean.cad.IV.heavy","cdr3.mean.cad.V.heavy","cdr3.sd.cad.I.heavy","cdr3.sd.cad.II.heavy","cdr3.sd.cad.III.heavy","cdr3.sd.cad.IV.heavy","cdr3.sd.cad.V.heavy"
"Neutralizing","IGHV1-2","IGHJ4","IGHD1-26","IGHV1-2.IGHJ4",335,288,8,8,15,5,1,0,1,0,0,96.72,3.28,10,2,8,4,"-0.384;0.26;-1.239;-1.006;-0.228;-0.384;0.26;0.26","1.652;0.83;-0.547;-0.59;1.399;1.652;0.83;0.83","1.33;3.097;2.131;1.891;-4.76;1.33;3.097;3.097","1.045;-0.838;0.393;-0.397;0.67;1.045;-0.838;-0.838","2.064;1.512;0.816;0.412;-2.647;2.064;1.512;1.512",-0.307625,0.757,1.401625,0.03025,0.905625,0.57814826,0.890026163,2.60138007,0.848900087,1.54270541,"-1.239;-0.228;0.189;1.05;-0.228;-0.384;-0.384;-0.032","-0.547;1.399;2.081;0.302;1.399;1.652;1.652;0.326","2.131;-4.76;-1.628;-3.656;-4.76;1.33;1.33;2.213","0.393;0.67;0.421;-0.259;0.67;1.045;1.045;0.908","0.816;-2.647;-1.392;-3.242;-2.647;2.064;2.064;1.313",-0.157,1.033,-0.975,0.611625,-0.458875,0.640987408,0.899456026,3.086913623,0.432996845,2.257904619,"-1.343;-0.591;1.538;-0.384;0.189;1.538;0.26;-0.228;-0.384;-0.032;0.26;-1.006;1.05;0.26;-0.595","0.465;-1.302;-0.055;1.652;2.081;-0.055;0.83;1.399;1.652;0.326;0.83;-0.59;0.302;0.83;0.009","-0.862;-0.733;1.502;1.33;-1.628;1.502;3.097;-4.76;1.33;2.213;3.097;1.891;-3.656;3.097;0.672","-1.02;1.57;0.44;1.045;0.421;0.44;-0.838;0.67;1.045;0.908;-0.838;-0.397;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;2.064;-1.392;2.897;1.512;-2.647;2.064;1.313;1.512;0.412;-3.242;1.512;-0.184",0.035466667,0.558266667,0.539466667,0.014733333,0.554466667,0.841764801,0.91029371,2.410366862,1.013611116,1.871231255
"Neutralizing","IGHV1-2","IGHJ4","IGHD1-26","IGHV1-2.IGHJ4",335,288,8,8,15,5,1,0,1,0,0,96.72,3.28,10,2,8,4,"-0.384;0.26;-1.239;0.26;-0.228;-0.384;0.26;0.26","1.652;0.83;-0.547;0.83;1.399;1.652;0.83;0.83","1.33;3.097;2.131;3.097;-4.76;1.33;3.097;3.097","1.045;-0.838;0.393;-0.838;0.67;1.045;-0.838;-0.838","2.064;1.512;0.816;1.512;-2.647;2.064;1.512;1.512",-0.149375,0.9345,1.552375,-0.024875,1.043125,0.531025137,0.705478156,2.667884445,0.893742123,1.541444354,"-1.239;-0.228;0.189;1.05;-0.228;-0.384;-0.384;-0.032","-0.547;1.399;2.081;0.302;1.399;1.652;1.652;0.326","2.131;-4.76;-1.628;-3.656;-4.76;1.33;1.33;2.213","0.393;0.67;0.421;-0.259;0.67;1.045;1.045;0.908","0.816;-2.647;-1.392;-3.242;-2.647;2.064;2.064;1.313",-0.157,1.033,-0.975,0.611625,-0.458875,0.640987408,0.899456026,3.086913623,0.432996845,2.257904619,"-1.343;-0.591;1.538;-0.384;0.189;1.538;0.26;-0.228;-0.384;-0.032;0.26;-1.006;1.05;0.26;-0.595","0.465;-1.302;-0.055;1.652;2.081;-0.055;0.83;1.399;1.652;0.326;0.83;-0.59;0.302;0.83;0.009","-0.862;-0.733;1.502;1.33;-1.628;1.502;3.097;-4.76;1.33;2.213;3.097;1.891;-3.656;3.097;0.672","-1.02;1.57;0.44;1.045;0.421;0.44;-0.838;0.67;1.045;0.908;-0.838;-0.397;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;2.064;-1.392;2.897;1.512;-2.647;2.064;1.313;1.512;0.412;-3.242;1.512;-0.184",0.035466667,0.558266667,0.539466667,0.014733333,0.554466667,0.841764801,0.91029371,2.410366862,1.013611116,1.871231255
"Neutralizing","IGHV3-53","IGHJ5","IGHD6-13","IGHV3-53.IGHJ5",335,285,8,7,19,4,7,2,1,1,0,96.72,3.28,1,1,0,0,"-0.384;-1.006;-0.032;-1.337;-0.228;-0.228;0.945;0.26","1.652;-0.59;0.326;-0.279;1.399;1.399;0.828;0.83","1.33;1.891;2.213;-0.544;-4.76;-4.76;1.299;3.097","1.045;-0.397;0.908;1.242;0.67;0.67;-0.169;-0.838","2.064;0.412;1.313;-1.262;-2.647;-2.647;0.933;1.512",-0.25125,0.695625,-0.02925,0.391375,-0.04025,0.70788069,0.817579518,3.096662985,0.757804335,1.886165555,"-1.239;0.26;-0.228;-0.384;-0.384;-0.228;-0.032","-0.547;0.83;1.399;1.652;1.652;1.399;0.326","2.131;3.097;-4.76;1.33;1.33;-4.76;2.213","0.393;-0.838;0.67;1.045;1.045;0.67;0.908","0.816;1.512;-2.647;2.064;2.064;-2.647;1.313",-0.319285714,0.958714286,0.083,0.556142857,0.353571429,0.463505021,0.819864158,3.362407768,0.658020118,2.095005557,"-1.343;-0.591;1.538;1.05;0.189;0.26;-0.384;0.26;-0.228;-0.228;-1.239;-0.595;1.05;-0.384;0.931;-0.384;-0.384;0.336;-0.595","0.465;-1.302;-0.055;0.302;2.081;0.83;1.652;0.83;1.399;1.399;-0.547;0.009;0.302;1.652;-0.179;1.652;1.652;-0.417;0.009","-0.862;-0.733;1.502;-3.656;-1.628;3.097;1.33;3.097;-4.76;-4.76;2.131;0.672;-3.656;1.33;-3.005;1.33;1.33;-1.673;0.672","-1.02;1.57;0.44;-0.259;0.421;-0.838;1.045;-0.838;0.67;0.67;0.393;-2.128;-0.259;1.045;-0.503;1.045;1.045;-1.474;-2.128","-0.255;-0.146;2.897;-3.242;-1.392;1.512;2.064;1.512;-2.647;-2.647;0.816;-0.184;-3.242;2.064;-1.853;2.064;2.064;-0.078;-0.184",-0.039,0.617578947,-0.433789474,-0.058052632,-0.046157895,0.773951477,0.939700621,2.562453264,1.111894303,1.988807746
"Neutralizing","IGHV3-21","IGHJ6","IGHD2-15","IGHV3-21.IGHJ6",350,288,8,8,28,2,17,0,0,0,0,95.43,4.57,10,0,10,Inf,"-0.384;-1.006;-0.032;-1.006;0.945;0.26;0.26;-0.228","1.652;-0.59;0.326;-0.59;0.828;0.83;0.83;1.399","1.33;1.891;2.213;1.891;1.299;3.097;3.097;-4.76","1.045;-0.397;0.908;-0.397;-0.169;-0.838;-0.838;0.67","2.064;0.412;1.313;0.412;0.933;1.512;1.512;-2.647",-0.148875,0.585625,1.25725,-0.002,0.688875,0.662834915,0.828812565,2.527009229,0.766590224,1.462705364,"-1.239;-0.228;-0.032;-0.228;-0.228;-0.228;-1.006;-1.337","-0.547;1.399;0.326;1.399;1.399;1.399;-0.59;-0.279","2.131;-4.76;2.213;-4.76;-4.76;-4.76;1.891;-0.544","0.393;0.67;0.908;0.67;0.67;0.67;-0.397;1.242","0.816;-2.647;1.313;-2.647;-2.647;-2.647;0.412;-1.262",-0.56575,0.56325,-1.668625,0.60325,-1.163625,0.532259537,0.935202461,3.415641999,0.472591866,1.746280287,"-1.343;-0.591;1.538;-0.384;-0.384;0.26;-1.343;-0.228;1.05;-0.384;-0.228;-1.343;0.26;-1.337;0.931;1.05;1.538;-1.019;-1.239;0.26;0.26;0.26;-0.228;-0.384;-1.019;1.05;-1.337;-0.595","0.465;-1.302;-0.055;1.652;1.652;0.83;0.465;1.399;0.302;1.652;1.399;0.465;0.83;-0.279;-0.179;0.302;-0.055;-0.987;-0.547;0.83;0.83;0.83;1.399;1.652;-0.987;0.302;-0.279;0.009","-0.862;-0.733;1.502;1.33;1.33;3.097;-0.862;-4.76;-3.656;1.33;-4.76;-0.862;3.097;-0.544;-3.005;-3.656;1.502;-1.505;2.131;3.097;3.097;3.097;-4.76;1.33;-1.505;-3.656;-0.544;0.672","-1.02;1.57;0.44;1.045;1.045;-0.838;-1.02;0.67;-0.259;1.045;0.67;-1.02;-0.838;1.242;-0.503;-0.259;0.44;1.266;0.393;-0.838;-0.838;-0.838;0.67;1.045;1.266;-0.259;1.242;-2.128","-0.255;-0.146;2.897;2.064;2.064;1.512;-0.255;-2.647;-3.242;2.064;-2.647;-0.255;1.512;-1.262;-1.853;-3.242;2.897;-0.912;0.816;1.512;1.512;1.512;-2.647;2.064;-0.912;-3.242;-1.262;-0.184",-0.176035714,0.449821429,-0.3235,0.121107143,-0.090607143,0.911296979,0.852575838,2.628880278,0.985381496,1.988638644
"No Neutralizing","IGHV3-48","IGHJ4","IGHD2-8","IGHV3-48.IGHJ4",335,288,8,8,24,13,13,0,0,0,0,97.91,2.09,3,0,3,Inf,"-0.384;-1.006;-0.032;-1.006;-0.228;-0.032;0.26;1.357","1.652;-0.59;0.326;-0.59;1.399;0.326;0.83;-1.453","1.33;1.891;2.213;1.891;-4.76;2.213;3.097;1.477","1.045;-0.397;0.908;-0.397;0.67;0.908;-0.838;0.113","2.064;0.412;1.313;0.412;-2.647;1.313;1.512;-0.837",-0.133875,0.2375,1.169,0.2515,0.44275,0.755099698,1.065291107,2.455706183,0.728409814,1.534024748,"-1.239;-0.228;-0.228;-0.228;-0.384;-0.228;-0.032;-1.239","-0.547;1.399;1.399;1.399;1.652;1.399;0.326;-0.547","2.131;-4.76;-4.76;-4.76;1.33;-4.76;2.213;2.131","0.393;0.67;0.67;0.67;1.045;0.67;0.908;0.393","0.816;-2.647;-2.647;-2.647;2.064;-2.647;1.313;0.816",-0.47575,0.81,-1.404375,0.677375,-0.697375,0.480469042,0.926884336,3.597634895,0.223700014,2.119688585,"-1.343;-0.591;1.538;1.05;1.538;1.538;1.538;1.538;0.26;-1.343;-0.032;0.945;-0.384;-1.337;-1.343;0.26;1.538;0.189;1.357;1.357;-1.239;1.05;0.26;-0.595","0.465;-1.302;-0.055;0.302;-0.055;-0.055;-0.055;-0.055;0.83;0.465;0.326;0.828;1.652;-0.279;0.465;0.83;-0.055;2.081;-1.453;-1.453;-0.547;0.302;0.83;0.009","-0.862;-0.733;1.502;-3.656;1.502;1.502;1.502;1.502;3.097;-0.862;2.213;1.299;1.33;-0.544;-0.862;3.097;1.502;-1.628;1.477;1.477;2.131;-3.656;3.097;0.672","-1.02;1.57;0.44;-0.259;0.44;0.44;0.44;0.44;-0.838;-1.02;0.908;-0.169;1.045;1.242;-1.02;-0.838;0.44;0.421;0.113;0.113;0.393;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;-3.242;2.897;2.897;2.897;2.897;1.512;-0.255;1.313;0.933;2.064;-1.262;-0.255;1.512;2.897;-1.392;-0.837;-0.837;0.816;-3.242;1.512;-0.184",0.322875,0.167541667,0.670791667,0.002333333,0.630708333,1.109162877,0.844123573,1.884329681,0.868824527,1.881145407
"No Neutralizing","IGHV1-46","IGHJ4","IGHD2-21","IGHV1-46.IGHJ4",335,288,8,8,15,4,0,0,0,0,0,98.51,1.49,1,0,1,Inf,"-0.384;0.26;-0.032;-1.006;-0.032;-0.228;0.26;0.26","1.652;0.83;0.326;-0.59;0.326;1.399;0.83;0.83","1.33;3.097;2.213;1.891;2.213;-4.76;3.097;3.097","1.045;-0.838;0.908;-0.397;0.908;0.67;-0.838;-0.838","2.064;1.512;1.313;0.412;1.313;-2.647;1.512;1.512",-0.11275,0.700375,1.52225,0.0775,0.873875,0.433362847,0.695850546,2.619525189,0.878809584,1.494444898,"-1.239;0.945;0.189;-0.228;-0.384;-0.384;-0.228;-0.032","-0.547;0.828;2.081;1.399;1.652;1.652;1.399;0.326","2.131;1.299;-1.628;-4.76;1.33;1.33;-4.76;2.213","0.393;-0.169;0.421;0.67;1.045;1.045;0.67;0.908","0.816;0.933;-1.392;-2.647;2.064;2.064;-2.647;1.313",-0.170125,1.09875,-0.355625,0.622875,0.063,0.613215282,0.856590209,2.966902229,0.407567501,1.98924379,"-1.343;-0.591;1.538;-1.019;0.336;-1.343;-0.384;-0.384;1.05;-1.343;0.26;-1.019;1.05;0.26;-0.595","0.465;-1.302;-0.055;-0.987;-0.417;0.465;1.652;1.652;0.302;0.465;0.83;-0.987;0.302;0.83;0.009","-0.862;-0.733;1.502;-1.505;-1.673;-0.862;1.33;1.33;-3.656;-0.862;3.097;-1.505;-3.656;3.097;0.672","-1.02;1.57;0.44;1.266;-1.474;-1.02;1.045;1.045;-0.259;-1.02;-0.838;1.266;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;-0.912;-0.078;-0.255;2.064;2.064;-3.242;-0.255;1.512;-0.912;-3.242;1.512;-0.184",-0.235133333,0.214933333,-0.285733333,-0.148266667,0.037866667,0.943970026,0.878093834,2.087918049,1.167391076,1.780941319
"Neutralizing","IGHV7-4-1","IGHJ5","IGHD3-10","IGHV7-4-1.IGHJ5",338,288,8,8,17,2,5,0,0,0,0,95.86,4.14,10,1,9,9,"-0.384;0.26;-0.032;-1.006;-0.591;-0.032;0.26;-0.591","1.652;0.83;0.326;-0.59;-1.302;0.326;0.83;-1.302","1.33;3.097;2.213;1.891;-0.733;2.213;3.097;-0.733","1.045;-0.838;0.908;-0.397;1.57;0.908;-0.838;1.57","2.064;1.512;1.313;0.412;-0.146;1.313;1.512;-0.146",-0.2645,0.09625,1.546875,0.491,0.97925,0.452867057,1.067965456,1.523826803,1.02149764,0.829909935,"-1.337;0.945;-0.032;0.945;-0.032;-0.384;-0.228;0.189","-0.279;0.828;0.326;0.828;0.326;1.652;1.399;2.081","-0.544;1.299;2.213;1.299;2.213;1.33;-4.76;-1.628","1.242;-0.169;0.908;-0.169;0.908;1.045;0.67;0.421","-1.262;0.933;1.313;0.933;1.313;2.064;-2.647;-1.392",0.00825,0.895125,0.17775,0.607,0.156875,0.737784667,0.780881999,2.399095053,0.537080468,1.681370652,"-1.343;-0.591;-1.337;0.26;0.26;0.26;1.05;-0.228;-0.384;-0.228;0.189;-0.384;-0.595;-1.006;1.05;0.189;-0.595","0.465;-1.302;-0.279;0.83;0.83;0.83;0.302;1.399;1.652;1.399;2.081;1.652;0.009;-0.59;0.302;2.081;0.009","-0.862;-0.733;-0.544;3.097;3.097;3.097;-3.656;-4.76;1.33;-4.76;-1.628;1.33;0.672;1.891;-3.656;-1.628;0.672","-1.02;1.57;1.242;-0.838;-0.838;-0.838;-0.259;0.67;1.045;0.67;0.421;1.045;-2.128;-0.397;-0.259;0.421;-2.128","-0.255;-0.146;-1.262;1.512;1.512;1.512;-3.242;-2.647;2.064;-2.647;-1.392;2.064;-0.184;0.412;-3.242;-1.392;-0.184",-0.201941176,0.686470588,-0.414176471,-0.095352941,-0.442176471,0.700242946,0.95555155,2.655180884,1.112005505,1.817981341
"Neutralizing","IGHV1-46","IGHJ4","IGHD3-22","IGHV1-46.IGHJ4",335,288,8,8,14,3,4,0,0,0,0,96.42,3.58,6,0,6,Inf,"-0.384;0.26;-0.032;-1.006;-0.032;-0.228;0.26;0.26","1.652;0.83;0.326;-0.59;0.326;1.399;0.83;0.83","1.33;3.097;2.213;1.891;2.213;-4.76;3.097;3.097","1.045;-0.838;0.908;-0.397;0.908;0.67;-0.838;-0.838","2.064;1.512;1.313;0.412;1.313;-2.647;1.512;1.512",-0.11275,0.700375,1.52225,0.0775,0.873875,0.433362847,0.695850546,2.619525189,0.878809584,1.494444898,"-1.239;-0.228;0.189;-0.228;-0.384;-0.384;-0.384;-0.032","-0.547;1.399;2.081;1.399;1.652;1.652;1.652;0.326","2.131;-4.76;-1.628;-4.76;1.33;1.33;1.33;2.213","0.393;0.67;0.421;0.67;1.045;1.045;1.045;0.908","0.816;-2.647;-1.392;-2.647;2.064;2.064;2.064;1.313",-0.33625,1.20175,-0.35175,0.774625,0.204375,0.416394301,0.868836291,2.969391219,0.275078658,2.097169585,"-1.343;-0.591;1.538;-0.595;0.26;1.05;-0.228;-0.032;-0.384;-0.228;-1.239;1.05;0.26;-0.595","0.465;-1.302;-0.055;0.009;0.83;0.302;1.399;0.326;1.652;1.399;-0.547;0.302;0.83;0.009","-0.862;-0.733;1.502;0.672;3.097;-3.656;-4.76;2.213;1.33;-4.76;2.131;-3.656;3.097;0.672","-1.02;1.57;0.44;-2.128;-0.838;-0.259;0.67;0.908;1.045;0.67;0.393;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;-0.184;1.512;-3.242;-2.647;1.313;2.064;-2.647;0.816;-3.242;1.512;-0.184",-0.076928571,0.401357143,-0.265214286,-0.126714286,-0.173785714,0.844499894,0.797524498,2.854050891,1.144830013,2.045264631
"Neutralizing","IGHV3-66","IGHJ4","IGHD6-13","IGHV3-66.IGHJ4",333,285,8,7,14,8,3,0,0,0,0,97,3,0,0,0,NA,"-0.384;-1.006;-0.032;-1.337;-0.228;-0.228;0.945;0.26","1.652;-0.59;0.326;-0.279;1.399;1.399;0.828;0.83","1.33;1.891;2.213;-0.544;-4.76;-4.76;1.299;3.097","1.045;-0.397;0.908;1.242;0.67;0.67;-0.169;-0.838","2.064;0.412;1.313;-1.262;-2.647;-2.647;0.933;1.512",-0.25125,0.695625,-0.02925,0.391375,-0.04025,0.70788069,0.817579518,3.096662985,0.757804335,1.886165555,"-1.239;0.26;-0.228;-0.384;-0.384;-0.228;-0.032","-0.547;0.83;1.399;1.652;1.652;1.399;0.326","2.131;3.097;-4.76;1.33;1.33;-4.76;2.213","0.393;-0.838;0.67;1.045;1.045;0.67;0.908","0.816;1.512;-2.647;2.064;2.064;-2.647;1.313",-0.319285714,0.958714286,0.083,0.556142857,0.353571429,0.463505021,0.819864158,3.362407768,0.658020118,2.095005557,"-1.343;-0.591;1.538;-1.337;1.357;-0.595;-0.591;-0.591;-0.591;-0.384;-0.032;-1.006;0.26;-0.595","0.465;-1.302;-0.055;-0.279;-1.453;0.009;-1.302;-1.302;-1.302;1.652;0.326;-0.59;0.83;0.009","-0.862;-0.733;1.502;-0.544;1.477;0.672;-0.733;-0.733;-0.733;1.33;2.213;1.891;3.097;0.672","-1.02;1.57;0.44;1.242;0.113;-2.128;1.57;1.57;1.57;1.045;0.908;-0.397;-0.838;-2.128","-0.255;-0.146;2.897;-1.262;-0.837;-0.184;-0.146;-0.146;-0.146;2.064;1.313;0.412;1.512;-0.184",-0.3215,-0.306714286,0.608285714,0.251214286,0.349428571,0.863103947,0.950490839,1.335383404,1.347319914,1.164684554
"No Neutralizing","IGHV3-53","IGHJ3","IGHD3-16","IGHV3-53.IGHJ3",335,285,8,7,14,11,0,1,0,0,0,96.72,3.28,3,1,2,2,"-0.384;-1.006;-0.032;-1.337;-0.228;-0.228;0.945;0.26","1.652;-0.59;0.326;-0.279;1.399;1.399;0.828;0.83","1.33;1.891;2.213;-0.544;-4.76;-4.76;1.299;3.097","1.045;-0.397;0.908;1.242;0.67;0.67;-0.169;-0.838","2.064;0.412;1.313;-1.262;-2.647;-2.647;0.933;1.512",-0.25125,0.695625,-0.02925,0.391375,-0.04025,0.70788069,0.817579518,3.096662985,0.757804335,1.886165555,"-1.239;0.26;-0.228;-0.384;-0.384;-0.228;-0.032","-0.547;0.83;1.399;1.652;1.652;1.399;0.326","2.131;3.097;-4.76;1.33;1.33;-4.76;2.213","0.393;-0.838;0.67;1.045;1.045;0.67;0.908","0.816;1.512;-2.647;2.064;2.064;-2.647;1.313",-0.319285714,0.958714286,0.083,0.556142857,0.353571429,0.463505021,0.819864158,3.362407768,0.658020118,2.095005557,"-1.343;-0.591;1.538;1.05;-1.019;1.357;1.538;-0.591;-0.384;-0.384;-0.663;1.05;-1.337;-0.595","0.465;-1.302;-0.055;0.302;-0.987;-1.453;-0.055;-1.302;1.652;1.652;-1.524;0.302;-0.279;0.009","-0.862;-0.733;1.502;-3.656;-1.505;1.477;1.502;-0.733;1.33;1.33;2.219;-3.656;-0.544;0.672","-1.02;1.57;0.44;-0.259;1.266;0.113;0.44;1.57;1.045;1.045;-1.005;-0.259;1.242;-2.128","-0.255;-0.146;2.897;-3.242;-0.912;-0.837;2.897;-0.146;2.064;2.064;1.212;-3.242;-1.262;-0.184",-0.026714286,-0.183928571,-0.118357143,0.29,0.064857143,1.080740233,1.047545076,1.891723252,1.116130334,1.980735328
"Neutralizing","IGHV3-53","IGHJ6",NA,"IGHV3-53.IGHJ6",337,285,8,7,11,0,0,0,0,0,0,97.33,2.67,4,2,2,1,"-0.384;-1.019;-0.032;-1.337;-0.228;-0.228;0.945;0.26","1.652;-0.987;0.326;-0.279;1.399;1.399;0.828;0.83","1.33;-1.505;2.213;-0.544;-4.76;-4.76;1.299;3.097","1.045;1.266;0.908;1.242;0.67;0.67;-0.169;-0.838","2.064;-0.912;1.313;-1.262;-2.647;-2.647;0.933;1.512",-0.252875,0.646,-0.45375,0.59925,-0.20575,0.709872914,0.913216294,3.027826366,0.738493592,1.898858285,"-1.239;0.26;-0.228;-0.384;-0.384;-0.228;-0.032","-0.547;0.83;1.399;1.652;1.652;1.399;0.326","2.131;3.097;-4.76;1.33;1.33;-4.76;2.213","0.393;-0.838;0.67;1.045;1.045;0.67;0.908","0.816;1.512;-2.647;2.064;2.064;-2.647;1.313",-0.319285714,0.958714286,0.083,0.556142857,0.353571429,0.463505021,0.819864158,3.362407768,0.658020118,2.095005557,"-1.343;-0.591;1.538;1.357;-0.591;0.26;-0.384;-0.663;1.05;-1.337;-0.595","0.465;-1.302;-0.055;-1.453;-1.302;0.83;1.652;-1.524;0.302;-0.279;0.009","-0.862;-0.733;1.502;1.477;-0.733;3.097;1.33;2.219;-3.656;-0.544;0.672","-1.02;1.57;0.44;0.113;1.57;-0.838;1.045;-1.005;-0.259;1.242;-2.128","-0.255;-0.146;2.897;-0.837;-0.146;1.512;2.064;1.212;-3.242;-1.262;-0.184",-0.118090909,-0.241545455,0.342636364,0.066363636,0.146636364,1.022468724,1.04827414,1.880475593,1.227617471,1.706357481
"Neutralizing","IGHV3-23","IGHJ4","IGHD2-21","IGHV3-23.IGHJ4",336,288,8,8,24,6,23,1,0,0,0,96.73,3.27,4,0,4,Inf,"-0.384;-1.006;-0.032;-1.006;-0.228;-0.228;0.26;-0.591","1.652;-0.59;0.326;-0.59;1.399;1.399;0.83;-1.302","1.33;1.891;2.213;1.891;-4.76;-4.76;3.097;-0.733","1.045;-0.397;0.908;-0.397;0.67;0.67;-0.838;1.57","2.064;0.412;1.313;0.412;-2.647;-2.647;1.512;-0.146",-0.401875,0.3905,0.021125,0.403875,0.034125,0.447432816,1.109064213,3.145481087,0.844455097,1.798210018,"-1.239;-0.228;-0.384;-0.228;-0.384;-0.384;-0.228;-0.032","-0.547;1.399;1.652;1.399;1.652;1.652;1.399;0.326","2.131;-4.76;1.33;-4.76;1.33;1.33;-4.76;2.213","0.393;0.67;1.045;0.67;1.045;1.045;0.67;0.908","0.816;-2.647;2.064;-2.647;2.064;2.064;-2.647;1.313",-0.388375,1.1165,-0.74325,0.80575,0.0475,0.364061195,0.80105484,3.344476587,0.241372119,2.273194417,"-1.343;-0.591;1.831;1.05;-0.032;-0.384;0.26;-1.343;-0.384;1.05;1.05;-1.343;0.26;-1.239;1.831;-1.019;-1.239;1.538;-0.384;-0.384;0.189;1.05;0.26;-0.595","0.465;-1.302;-0.561;0.302;0.326;1.652;0.83;0.465;1.652;0.302;0.302;0.465;0.83;-0.547;-0.561;-0.987;-0.547;-0.055;1.652;1.652;2.081;0.302;0.83;0.009","-0.862;-0.733;0.533;-3.656;2.213;1.33;3.097;-0.862;1.33;-3.656;-3.656;-0.862;3.097;2.131;0.533;-1.505;2.131;1.502;1.33;1.33;-1.628;-3.656;3.097;0.672","-1.02;1.57;-0.277;-0.259;0.908;1.045;-0.838;-1.02;1.045;-0.259;-0.259;-1.02;-0.838;0.393;-0.277;1.266;0.393;0.44;1.045;1.045;0.421;-0.259;-0.838;-2.128","-0.255;-0.146;1.648;-3.242;1.313;2.064;1.512;-0.255;2.064;-3.242;-3.242;-0.255;1.512;0.816;1.648;-0.912;0.816;2.897;2.064;2.064;-1.392;-3.242;1.512;-0.184",0.003708333,0.398208333,0.135416667,0.011625,0.231791667,1.032777196,0.897535417,2.224491675,0.935177584,1.917327941
"Neutralizing","IGHV3-53","IGHJ3","IGHD5-18","IGHV3-53.IGHJ3",335,285,8,7,19,2,9,0,3,0,0,97.91,2.09,3,0,3,Inf,"-0.384;-1.006;-0.032;-1.337;-0.228;-0.228;0.945;0.26","1.652;-0.59;0.326;-0.279;1.399;1.399;0.828;0.83","1.33;1.891;2.213;-0.544;-4.76;-4.76;1.299;3.097","1.045;-0.397;0.908;1.242;0.67;0.67;-0.169;-0.838","2.064;0.412;1.313;-1.262;-2.647;-2.647;0.933;1.512",-0.25125,0.695625,-0.02925,0.391375,-0.04025,0.70788069,0.817579518,3.096662985,0.757804335,1.886165555,"-1.239;0.26;-0.032;-0.384;-0.384;-0.032;-0.032","-0.547;0.83;0.326;1.652;1.652;0.326;0.326","2.131;3.097;2.213;1.33;1.33;2.213;2.213","0.393;-0.838;0.908;1.045;1.045;0.908;0.908","0.816;1.512;1.313;2.064;2.064;1.313;1.313",-0.263285714,0.652142857,2.075285714,0.624142857,1.485,0.48570729,0.794576707,0.607563636,0.68157353,0.448613419,"-1.343;-0.591;1.538;-0.591;0.336;-1.337;1.05;-0.032;-0.591;-0.663;-1.337;1.357;-0.228;-0.384;-0.591;-1.006;1.05;-1.239;-0.595","0.465;-1.302;-0.055;-1.302;-0.417;-0.279;0.302;0.326;-1.302;-1.524;-0.279;-1.453;1.399;1.652;-1.302;-0.59;0.302;-0.547;0.009","-0.862;-0.733;1.502;-0.733;-1.673;-0.544;-3.656;2.213;-0.733;2.219;-0.544;1.477;-4.76;1.33;-0.733;1.891;-3.656;2.131;0.672","-1.02;1.57;0.44;1.57;-1.474;1.242;-0.259;0.908;1.57;-1.005;1.242;0.113;0.67;1.045;1.57;-0.397;-0.259;0.393;-2.128","-0.255;-0.146;2.897;-0.146;-0.078;-1.262;-3.242;1.313;-0.146;1.212;-1.262;-0.837;-2.647;2.064;-0.146;0.412;-3.242;0.816;-0.184",-0.273526316,-0.310368421,-0.273263158,0.304789474,-0.256789474,0.925574859,0.929622337,2.092989352,1.129138195,1.625015644
